11111111111111111111111111111111
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
13                             1
1             2                1
11111111111111111111111111111111
