$extra: 1
$gameticksxy: 14, 13, 3
$gameticksxy: 15, 13, 3
$group: 12, 15, 10
$sticky: 12, 15, yes
$group: 17, 15, 10
$inverted: 17, 15, yes
$sticky: 17, 15, yes
$group: 6, 8, 3
$group: 11, 8, 11
$pistonmode: 11, 8, whiteball
$group: 12, 7, 5
$group: 11, 10, 4
$sticky: 11, 10, yes
$group: 6, 10, 2
$sticky: 6, 10, yes
$sticky: 11, 12, yes
$group: 6, 12, 6
$sticky: 6, 12, yes
$group: 8, 5, 2
$group: 9, 5, 3
$group: 10, 5, 4
$group: 11, 5, 5
$group: 12, 5, 6
$group: 9, 13, 10
11111111111111111111
1                  1
124 4 4      4 4 4 1
1111111BBBBBB11111v1
1                1 1
1      mmmmmm    1 1
1    111111111   1 1
1    11    4Ö1   1 1
1    1Ë4   Ö11   1 1
1    111  1111   1 1
1    1Ë5  5Ö1184 1 1
1    11 ѨѨ 111BB11 1
1    1Ë5  5Ö11  11 1
1    1111m1111))11 1
11111111111111  11 1
13          Ë5  5Ö 1
1                  1
1                  1
111111111111111111b1
11111111111111111111
