11111111111111111111111111111111
13                             1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1     1                        1
1                              1
1                              1
1                              1
1                              1
1    O       O    2            1
1    R 1111111111111111111     1
1                              1
1                              1
1                              1
1                         G    1
1  11111111111111111111111111  1
1                              1
1                              1
1                              1
1                              1
1                              1
1                            H 1
11111111111111111111111111111111
