$group: 15, 10, 2
$group: 28, 5, 3
$group: 28, 18, 2
$group: 8, 18, 3
$group: 2, 18, 4
$group: 27, 10, 4
$group: 24, 11, 5
$group: 5, 14, 5
$group: 22, 18, 2
$group: 1, 1, 2
$group: 30, 5, 3
$group: 1, 11, 3
$group: 11, 13, 4
$group: 9, 3, 4
$group: 9, 1, 2
$group: 22, 1, 2
11111111111111111111111111111111
1τ=3   3=T11         1T        1
11=     =111         1ì        1
1τ=     =τ13         1         1
11=     =11          1        í1
1T=  2  =11          4  Π   Π τ1
11111111111111111111F11111111111
1         1     3 4  1τ  î1ì   1
1         1       B  1    k    1
1         1    Π     1         1
1i        1    Π     1     Π   1
1τ        l          1  Π p    1
11-11111111111111111F1111111 111
11        1τ         1         1
1T   Π    1ì        H1         1
1111=111  1         81         1
1   =  3  1        î11         1
1   =     1          1         1
1 Π =p  Π < b        1τ     Π  1
11111111111111111111111111111111
