11111111111111111111111111111111
13                             1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                          d   1
1                       4  2   1
1                    11111111111
1                              1
1                              1
1                              1
1                              1
1           ςWWWWWWWσ          1
11111111111111111111111111111111
