11111111111111111111111111111111
13                             1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                É             1
1                e             1
1                e             1
1                e             1
1     éeeè       È             1
1          4  2                1
11111111111111111111111111111111
