11111111111111111111111111111111
13                             1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1          1                   1
1                              1
1                              1
1          U                   1
1                   12         1
1                   11         1
1                              1
1                              1
1   S   111111                 1
11111111111111111111111111111111
