$extra: 1
$stonepattern: 2
$group: 1, 4, 6
$pistonmode: 1, 4, momentary
$group: 3, 18, 2
$group: 4, 18, 3
$group: 5, 18, 4
$group: 6, 18, 5
$group: 8, 7, 6
$group: 29, 1, 4
$direction: 30, 1, left
$group: 29, 2, 4
$direction: 30, 2, left
$group: 1, 3, 5
$group: 12, 4, 2
$direction: 12, 4, down
$group: 13, 4, 2
$direction: 13, 4, down
$group: 12, 5, 3
$direction: 12, 5, up
$group: 13, 5, 3
$direction: 13, 5, up
$group: 24, 7, 4
$direction: 25, 7, left
$group: 24, 8, 4
$direction: 25, 8, left
$group: 26, 15, 4
$direction: 27, 15, left
$group: 26, 16, 4
$direction: 27, 16, left
$group: 17, 7, 4
$group: 17, 8, 4
$direction: 18, 7, left
$direction: 18, 8, left
11111111111111111111111111111111
11    ι  111  11111          њњ1
1     ι  111  11111          њњ1
1њ55  ι 4111  11111  111111  111
1Ù 1BBι B111њњ11111  111111  111
11    ι  111њњ11111  111111  111
11    ι  111  11111  111111  111
111Π  ι m111  111њњ  1  њњ     1
111   ι 1111  111њњ  1  њњ     1
111   ι  111  11111  111  111111
113   ι  111  11111  111  111111
11    ι  111  1      111  111111
11    ι  111  1Π     111  111111
11    ι  111  111  11111  111111
11       111  111 p11111  111111
11^1v11111                њњ   1
11       44               њњ   1
11hhhhh  111  111111111111111111
11mmmmm2b111  111111111111111111
11111111111111111111111111111111
