11111111111111111111111111111111
13                             1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1     áäà     2               φ1
11111111111111111111111111111111
