11111111111111111111111111111111
13                             1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                           9  1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                        9     1
1             2      B  11  b  1
11111111111111111111111111111111
