$extra: 1
$stonepattern: 2
$pistonmode: 2, 2, momentary
$pistonmode: 12, 6, momentary
$group: 20, 5, 4
$pistonmode: 20, 5, momentary
$group: 27, 16, 3
$pistonmode: 27, 16, momentary
$group: 11, 8, 4
$pistonmode: 11, 8, momentary
$group: 17, 5, 2
$group: 18, 5, 3
$group: 29, 8, 4
$group: 1, 4, 2
$group: 4, 3, 3
$direction: 4, 3, down
11111111111111111111111111111111
111D       11111111111111111   1
11Ë5       111     111111111   1
111 њ      111     1 1 k13 1   1
1њӇ        1 1   hh o   1  l   1
111     ӈ   o   1mm1Ù111111111=1
11    1111^1Ù11111111111      =1
11       1D111         1      =1
11   D    5Ö1          1   Ӈ m=1
11                     1 D 111=1
11                  ӈ 11      =1
11  2       1                 =1
111111=111111Ӈ                =1
111111=1111111         11 1111=1
11я 11=1111111         1111 11=1
11   l=1131111       1 1   o   1
111111=1     1VVVVVVV1 11 1Ù1111
11111   p    1VVVVVVV1  1^111111
11T >  4     1VVVVVVV1m   T11111
11111111111111111111111111111111
