11111111111111111111111111111111
13                             1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1                              1
1      9                       1
1      9                   4   1
1      5                   4   1
1      5                   4   1
1      5                   Ù   1
1      Ù      2 m          1   1
11111111111111111111111111111111
