$extra: 1
$hint: The language is Greek.
$stonepattern: 1
$answer: 19, 5, 1
$answer: 19, 6, 2
$answer: 19, 7, 3
$answer: 19, 8, 4
$answer: 19, 9, 5
$answer: 19, 10, 6
$answer: 19, 11, 7
$answer: 19, 12, 8
$answer: 19, 13, 9
$answer: 19, 14, 10
$group: 23, 0, 2
$pistonmode: 23, 0, momentary
$group: 22, 1, 3
$pistonmode: 22, 1, momentary
$group: 26, 12, 4
$pistonmode: 26, 12, momentary
$group: 2, 17, 3
$pistonmode: 2, 17, momentary
$group: 23, 19, 10
$pistonmode: 23, 19, purpleball
$group: 3, 10, 2
$group: 3, 18, 3
$group: 28, 18, 4
$direction: 16, 6, left
$direction: 16, 9, left
$direction: 16, 12, left
$direction: 16, 14, left
$question: 7, 2, {center}ο
$answer: 7, 2, 8
$question: 8, 2, {center}χ
$answer: 8, 2, 8
$question: 9, 2, {center}τ
$answer: 9, 2, 8
$question: 10, 2, {center}ώ
$answer: 10, 2, 8
$question: 26, 3, {middle}τ
$answer: 26, 3, 3
$question: 26, 4, {middle}ρ
$answer: 26, 4, 3
$question: 26, 5, {middle}ί
$answer: 26, 5, 3
$question: 5, 6, {center}τ
$answer: 5, 6, 4
$question: 6, 6, {center}έ
$answer: 6, 6, 4
$question: 7, 6, {center}σ
$answer: 7, 6, 4
$question: 8, 6, {center}σ
$answer: 8, 6, 4
$question: 9, 6, {center}ε
$answer: 9, 6, 4
$question: 10, 6, {center}ρ
$answer: 10, 6, 4
$question: 11, 6, {center}α
$answer: 11, 6, 4
$question: 26, 6, {middle}α
$answer: 26, 6, 3
$question: 5, 9, {center}έ
$answer: 5, 9, 6
$question: 6, 9, {center}ξ
$answer: 6, 9, 6
$question: 7, 9, {center}ι
$answer: 7, 9, 6
$question: 5, 12, {center}π
$answer: 5, 12, 5
$question: 6, 12, {center}έ
$answer: 6, 12, 5
$question: 7, 12, {center}ν
$answer: 7, 12, 5
$question: 8, 12, {center}τ
$answer: 8, 12, 5
$question: 9, 12, {center}ε
$answer: 9, 12, 5
$question: 5, 14, {center}δ
$answer: 5, 14, 10
$question: 6, 14, {center}έ
$answer: 6, 14, 10
$question: 7, 14, {center}κ
$answer: 7, 14, 10
$question: 8, 14, {center}α
$answer: 8, 14, 10
$question: 21, 18, {center}δ
$answer: 21, 18, 2
$question: 22, 18, {center}ύ
$answer: 22, 18, 2
$question: 23, 18, {center}ο
$answer: 23, 18, 2
11111111111111111111111Ì111111
1  3   1111       = =1Ìo1   31
1      ҸҸҸҸ  2    = = o      1
1m  1111111111Џ111=1=1 111Ҹ111
11111      8 β  11=1=11111Ҹ111
1   111111111   11=ҹ=11111Ҹ111
1   4ҸҸҸҸҸҸҸ    њ1=ҹ=11111Ҹ111
1  H111111111   11=ҹ=11111 111
1 H1111111111   11=ҹ=11111 111
1   4ҸҸҸ        њ1=ҹ=1111  111
1  m111111111   11=ҹ=1111    1
1 11111111111   11=ҹ=113111 11
1   4ҸҸҸҸҸ      њ1=ҹ=1T 4 Ë5 1
1  H111111111   11=ҹ=1111 1 11
1   4ҸҸҸҸ       њ1=ҹ=13     T1
1ѨѨѨ1111111111  11=1=1     111
1           11  11=1=1111    1
11Ë         11  11=1=11 1    1
111m        11    = =ҸҸҸ5   m1
11111111111111111111111Ù111111
