$extra: 1
$stonepattern: 1
$activesides: 1, 5, right
$group: 1, 5, 8
$target: 1, 5, rotategroupright
$activesides: 3, 5, right
$group: 3, 5, 3
$target: 3, 5, rotategroupleft
$activesides: 5, 5, right
$target: 5, 5, rotategroupright
$activesides: 7, 5, right
$group: 7, 5, 2
$detectormode: 7, 5, pinkball
$target: 7, 5, rotategroupleft
$activesides: 1, 6, right
$group: 1, 6, 8
$activesides: 3, 6, right
$group: 3, 6, 3
$target: 3, 6, rotategroupleft
$activesides: 5, 6, right
$activesides: 7, 6, right
$group: 7, 6, 7
$detectormode: 7, 6, pinkball
$target: 7, 6, rotategroupleft
$activesides: 1, 7, right
$group: 1, 7, 8
$target: 1, 7, rotategroupright
$activesides: 3, 7, right
$group: 3, 7, 3
$activesides: 5, 7, right
$target: 5, 7, rotategroupright
$activesides: 7, 7, right
$group: 7, 7, 7
$detectormode: 7, 7, pinkball
$activesides: 1, 8, right
$group: 1, 8, 8
$target: 1, 8, rotategroupright
$activesides: 3, 8, right
$group: 3, 8, 3
$activesides: 5, 8, right
$activesides: 7, 8, right
$group: 7, 8, 7
$detectormode: 7, 8, pinkball
$activesides: 1, 9, right
$group: 1, 9, 5
$activesides: 3, 9, right
$group: 3, 9, 3
$activesides: 5, 9, right
$target: 5, 9, rotategroupright
$activesides: 7, 9, right
$group: 7, 9, 8
$detectormode: 7, 9, pinkball
$target: 7, 9, rotategroupright
$activesides: 1, 10, right
$group: 1, 10, 5
$target: 1, 10, rotategroupleft
$activesides: 3, 10, right
$group: 3, 10, 3
$target: 3, 10, rotategroupleft
$activesides: 5, 10, right
$target: 5, 10, rotategroupright
$activesides: 7, 10, right
$group: 7, 10, 5
$detectormode: 7, 10, pinkball
$activesides: 1, 11, right
$group: 1, 11, 5
$activesides: 3, 11, right
$group: 3, 11, 3
$activesides: 5, 11, right
$group: 5, 11, 8
$activesides: 7, 11, right
$group: 7, 11, 5
$detectormode: 7, 11, pinkball
$target: 7, 11, rotategroupright
$activesides: 1, 12, right
$group: 1, 12, 5
$target: 1, 12, rotategroupright
$activesides: 3, 12, right
$group: 3, 12, 3
$activesides: 5, 12, right
$group: 5, 12, 8
$activesides: 7, 12, right
$group: 7, 12, 2
$detectormode: 7, 12, pinkball
$activesides: 1, 13, right
$group: 1, 13, 5
$target: 1, 13, rotategroupright
$activesides: 3, 13, right
$target: 3, 13, rotategroupright
$activesides: 5, 13, right
$group: 5, 13, 2
$activesides: 7, 13, right
$group: 7, 13, 2
$detectormode: 7, 13, pinkball
$group: 18, 5, 2
$direction: 18, 5, left
$group: 22, 7, 3
$group: 23, 7, 7
$direction: 23, 7, left
$group: 20, 9, 4
$direction: 20, 9, down
$group: 22, 9, 6
$direction: 22, 9, down
$group: 28, 10, 8
$direction: 28, 10, down
$group: 20, 11, 5
$direction: 20, 11, up
1111111111111111111111111111111
11         31              1111
11          1              1111
1T       Ѥ  1              1111
11-1-1-1-11-1              1111
1ђ ђ ђ ђ 11 18    њ        1111
1ђ ђ ђ ђ 11 18            81131
1ђ ђ ђ ђ 11 18        њњ  81  1
1ђ ђ ђ ђ 11 11  4         D   1
1ђ ђ ђ ђ 11 111^1   њ њ  111111
1ђ ђ ђ ђ 11     1           њ 1
1ђ ђ ђ ђ 11111111  њњ         1
1ђ ђ ђ ђ 11111111           111
1ђ ђ ђ ђ       81           131
11 1 1 1 11111111             1
11             31    éeeeè    1
11              1             1
1T          2   1             1
1111111111111111111111111111111
